ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
CC,GO:0016605,PML body,49/5467,105/19594,3.1224644812054416e-5,9.283327092199255e-4,7.306819717152815e-4,6996/5728/204851/90523/23411/7750/94241/23468/55743/58476/10626/7994/23001/10891/2475/57731/51588/27252/7329/1107/28996/29855/9683/79618/6693/11073/10114/6118/6304/6612/10241/5598/2872/6497/6049/11200/5925/546/11315/7181/6117/6047/7290/6934/6670/406/23515/9063/26036,49
CC,GO:0005667,transcription regulator complex,175/5467,483/19594,3.358512767385819e-5,9.615297663663846e-4,7.568110641516583e-4,5451/6775/7003/60468/286826/10725/4760/9759/6877/4775/2309/2963/5978/1602/4084/56998/2494/463/9441/6882/5087/23468/4089/3182/9314/9328/2353/4097/144455/221895/9330/196/9935/2033/3068/6421/3206/91748/25937/5994/4193/405/4601/9282/23186/10923/6925/9612/23493/404672/1406/5308/147912/23013/56938/1017/6688/1019/4929/5926/860/5916/4654/55814/7027/4773/10379/6662/1107/6258/4808/861/28996/865/2649/2355/4194/404281/3726/10849/51008/83439/9734/7029/607/11335/11016/51804/55859/10973/9519/9112/6659/8804/6498/2965/8464/22926/6875/5991/3131/3207/129685/466/2961/4221/4801/5458/2627/6874/390598/4802/8625/5993/51616/6883/4087/7464/7090/1457/9477/400569/1871/23314/6774/25979/7421/1870/3059/2117/116071/4094/51586/1385/1390/8543/3091/7068/2737/4772/6497/138474/2140/6772/8648/5933/5925/8022/4088/5090/688/10625/328/4090/7091/3516/2672/571/1051/5970/6934/6879/8013/9439/4211/4205/6670/27097/57708/6938/406/6667/2957/2034/467,175
CC,GO:0098791,Golgi apparatus subcompartment,143/5467,385/19594,4.379787725688123e-5,0.0012091342542703283,9.516982351307273e-4,27314/8675/84725/11320/57589/5874/55016/164/192683/6653/79065/4430/2650/8905/9712/8853/22856/23621/55454/51125/55968/5007/10564/23258/23431/79971/55512/9648/538/55361/51429/2590/150368/10893/51552/90196/221079/3363/9331/157807/27252/25963/10981/9435/6484/6844/23682/2589/5045/10396/157769/8678/51763/79690/27065/2591/2803/8534/2800/120892/146705/51172/9341/57198/113178/6517/8766/283652/57574/8615/2530/54947/57531/83698/162/122553/84068/55204/51128/10890/286451/999/56927/23268/23200/3996/9469/55300/4166/2523/6487/23647/10282/54928/6616/2526/2528/53349/63941/23062/10618/6480/51617/2316/666/9159/93643/5872/1201/2529/9950/8720/80148/10228/6293/6272/6845/4074/636/54715/286410/342096/3123/10466/6311/10142/8674/10067/51542/80146/5125/143187/83871/5879/27032/25843/5870/80124/57614/55773/4247/5587/400,143
CC,GO:0034702,ion channel complex,113/5467,294/19594,5.267504682850326e-5,0.00140406245511838,0.0011051243944419195,777/55799/2561/808/10368/773/2898/2568/3751/2893/3748/94015/200909/28962/91689/775/7222/1181/25932/6262/3747/30819/89832/55800/1139/6326/6335/6323/6328/55144/3746/2281/2560/30820/2891/10060/6334/5144/5524/783/126755/219527/8514/266675/729956/23155/10242/1260/6330/6526/3739/84230/3742/3767/57406/1143/57685/7223/80333/23507/3760/56479/5566/2903/388336/782/2558/774/3790/65010/3359/3736/30818/3743/784/6331/6329/23415/64840/56262/6327/10021/196527/3759/285175/6263/1741/3750/2742/402117/26090/801/3752/27012/2555/3776/776/10142/3775/1742/55248/90550/27345/1141/2890/785/118427/2554/2895/144453/8001/6332/2059,113
CC,GO:0001726,ruffle,73/5467,177/19594,8.58239674028263e-5,0.002211397560079491,0.0017405702862748633,83543/7168/1021/154796/3688/23286/4771/1464/208/121512/10630/64787/64092/92154/5795/51429/64411/59338/23607/81848/57679/66036/5921/2191/4830/5756/57403/51763/25/54822/4210/4644/5058/7456/378/2245/55785/23527/87/8826/57026/388325/23362/4641/23396/526/4627/23647/30817/84249/90417/387/114609/3685/9181/4646/55616/6282/57669/93663/55198/54997/1729/6624/83660/9847/1182/382/6868/4651/5879/2017/2059,73
CC,GO:0000123,histone acetyltransferase complex,41/5467,87/19594,1.0209835023719519e-4,0.002545871765591996,0.002003831797524578,54556/54799/9643/6877/51105/10933/23522/54107/2033/80314/7994/23338/9767/93624/26122/345651/8464/3054/6874/10902/51616/6883/64769/27154/7862/6885/6944/4300/56943/54934/60/9913/51230/8473/55683/10943/79960/6879/151050/284058/27097,41
CC,GO:0016607,nuclear speck,149/5467,411/19594,1.2027188501243267e-4,0.0029053177223315766,0.002286748340039016,26959/64344/8859/55105/6446/102157402/204851/84662/9759/5324/10933/367/1196/2908/9092/55660/144455/54540/163486/81669/9967/6421/10772/5994/54033/7994/7307/23198/51322/57223/54439/9321/10482/202333/11201/6432/9794/4929/8204/665/11052/1452/91746/85403/170506/11273/64766/9129/10178/6015/146705/8525/10472/51755/2869/9939/5411/51008/64077/5563/50809/9904/348995/322/10973/55234/5566/28999/10450/6915/11176/4301/2961/9802/25898/10454/5458/51501/54942/51314/25957/6891/51747/55671/9320/9158/4152/3603/11325/23464/6239/1432/2122/79228/51547/9775/5071/51329/5894/3091/9295/6046/2737/9541/27339/8899/1859/6944/3651/6427/124790/3984/93663/84271/8539/10346/9646/57703/328/55604/57018/9404/8405/4338/389643/3014/57187/79960/83932/116028/23451/56892/83759/27097/6431/51371/10135/6938/580/4208/627/5681/55914/2034/9063/10783/3304/23517/8444,149
CC,GO:0030133,transport vesicle,146/5467,402/19594,1.2713105690120797e-4,0.0029779486965040534,0.0023439154988484276,858/2348/3479/4135/1184/5874/5016/808/164/10987/7781/192683/6653/10484/284612/5126/376267/23621/114088/22820/22937/143425/140767/5127/23095/79666/490/538/9900/6720/11311/26056/51014/523/84079/10652/9321/51552/201475/10497/6860/26258/83992/84937/9143/10802/6844/10590/5869/2264/6843/5045/80023/160/81565/8301/2054/112476/23176/57030/6856/10972/120892/23400/27185/9341/23557/9501/388552/6536/1363/26154/9145/6517/8766/57221/8448/7401/6855/9230/83988/8615/9545/7879/11261/11021/51128/10890/2903/598/6836/11196/80863/5798/10226/6804/7732/10282/6616/1359/10618/54910/64418/51762/57120/55784/5872/1201/90411/84958/9950/388662/26503/54732/10228/25956/6272/6845/127833/7039/84258/6857/4074/169026/9498/3123/4884/63915/5663/118426/2555/1644/8674/1182/1742/90865/83716/2890/203547/143187/8224/23673/5861/627/5870/634,146
CC,GO:0090575,RNA polymerase II transcription regulator complex,90/5467,230/19594,1.3971128463192596e-4,0.00317637714766114,0.00250009667236078,5451/6775/7003/60468/4760/6877/2963/2494/9441/6882/5087/4089/3182/2353/4097/144455/9935/6421/5994/405/4601/9282/6925/404672/1406/56938/7027/4773/10379/6258/861/28996/865/2355/3726/83439/7029/607/11335/11016/10973/9519/2965/8464/22926/6875/3131/129685/466/2961/4801/6874/4802/8625/5993/51616/6883/4087/7090/9477/400569/1871/6774/7421/1870/116071/4094/51586/1385/1390/8543/3091/7068/138474/6772/8648/5925/4088/4090/7091/571/1051/6934/6879/9439/27097/6938/406/2957/467,90
CC,GO:0030175,filopodium,47/5467,105/19594,1.5843747191810208e-4,0.003499204736934083,0.0027541912411627968,70/2332/4430/3093/65059/3688/5064/2047/998/4771/55585/121512/10630/1525/1605/9750/10006/5756/7976/160/4478/8633/4644/9513/1756/55607/8087/10642/388325/54942/5962/72/2823/22902/55/57698/3685/374403/4646/2043/53904/25960/6624/382/7402/58/4651,47
CC,GO:0031248,protein acetyltransferase complex,44/5467,97/19594,1.749924372278674e-4,0.0036559230804632833,0.002877542780020124,54556/54799/9643/6877/51105/10933/23522/54107/2033/80314/7994/80018/23338/9767/93624/26122/60560/345651/8464/3054/6874/10902/51616/6883/64769/27154/7862/6885/6944/4300/56943/54934/60/9913/80218/51230/8473/55683/10943/79960/6879/151050/284058/27097,44
CC,GO:1902493,acetyltransferase complex,44/5467,97/19594,1.749924372278674e-4,0.0036559230804632833,0.002877542780020124,54556/54799/9643/6877/51105/10933/23522/54107/2033/80314/7994/80018/23338/9767/93624/26122/60560/345651/8464/3054/6874/10902/51616/6883/64769/27154/7862/6885/6944/4300/56943/54934/60/9913/80218/51230/8473/55683/10943/79960/6879/151050/284058/27097,44
CC,GO:0070160,tight junction,56/5467,132/19594,2.2934636909745514e-4,0.004665387981903495,0.0036720831395659023,5376/8531/9076/9618/357/154796/55691/7855/288/1525/50848/153562/54566/56288/9223/92140/9069/1019/9693/51421/55327/29855/9863/5584/2697/65267/57826/23094/260425/4810/154810/4301/89958/23322/58494/9218/7082/57530/9267/93643/5872/1003/9181/91862/120425/1741/65266/10207/55870/53842/6801/60/64398/150084/23616/9073,56
CC,GO:0034703,cation channel complex,86/5467,221/19594,2.4094788954982346e-4,0.004753714852272894,0.0037416043911128656,777/55799/808/10368/773/2898/3751/2893/3748/200909/91689/775/7222/6262/3747/30819/55800/6326/6335/6323/6328/3746/2281/30820/2891/10060/6334/5144/5524/783/126755/219527/8514/729956/10242/1260/6330/6526/3739/3742/3767/57406/57685/7223/80333/3760/56479/5566/2903/388336/782/774/3790/3359/3736/30818/3743/784/6331/6329/23415/64840/6327/10021/3759/285175/6263/1741/3750/402117/26090/801/3752/27012/3776/776/10142/3775/1742/90550/27345/2890/785/118427/6332/2059,86
CC,GO:0005938,cell cortex,115/5467,310/19594,2.459878319416763e-4,0.004753714852272894,0.0037416043911128656,83872/10979/1455/357/22919/23085/9886/6709/4771/390/11214/208/57477/90102/3748/92154/56288/4739/51429/444/29959/89848/1500/3927/57731/10497/83992/5357/388/11151/4734/23176/6710/10121/2035/9783/10539/4642/87/8826/1756/989/22844/51164/55607/26064/7223/54536/375346/9948/54509/7171/2868/999/89958/3996/55964/4627/23647/5962/51411/55752/1639/80762/387/857/2263/2246/5048/2316/5829/2319/5579/8153/3059/3993/3918/10398/23245/2023/4646/6711/120/51057/1490/10211/5663/6242/6624/60/149371/2317/9847/832/382/1742/9590/642273/7402/4082/9478/7111/4651/57085/2169/90120/5879/2017/219736/6708/2241/285527/6786/2059/5587,115
CC,GO:0044291,cell-cell contact zone,34/5467,71/19594,2.648898939780292e-4,0.004994143610854064,0.003930843612819022,3688/23363/288/1525/481/7074/57731/1495/287/1824/5101/6326/6323/5058/1829/25945/87/2697/7414/57826/6330/477/4301/5818/58494/8502/2319/10052/6331/93377/5819/5290/3759/10211,34
CC,GO:0005884,actin filament,49/5467,113/19594,2.961173630809452e-4,0.005449969563370729,0.004289619946385622,70/83543/342527/7168/56940/4430/154796/57477/8522/342184/2534/57731/23607/5357/11151/5756/4644/5058/7456/1238/9050/87/8826/2620/345651/7171/64236/4641/92521/2011/3059/147179/4646/10611/7170/53904/1729/60/71/7525/55604/395/7111/58/5358/5879/10804/2017/57617,49
CC,GO:0031228,intrinsic component of Golgi membrane,32/5467,67/19594,4.21194520226602e-4,0.007571706142678217,0.005959618915323768,166929/347734/55454/51125/51000/2590/90196/29914/6860/64921/9435/5045/9215/142891/23443/253832/51030/51114/84912/201158/128637/10282/55624/3955/113829/9159/169714/91252/9583/113419/5125/27032,32
CC,GO:0030055,cell-substrate junction,151/5467,428/19594,4.5424121763455635e-4,0.007980192300716182,0.006281134540496976,858/83872/23114/70/10979/83543/8675/3987/7531/9448/22919/2022/9754/10982/8573/3688/998/1464/390/10867/57477/6730/90102/6840/308/85458/5500/3339/22800/4739/5898/8936/5159/3655/6204/1605/3927/81848/1495/29843/79853/8462/7106/6146/1803/89782/22801/4267/10391/2191/388/5756/85440/11135/847/4659/4478/5094/5058/7534/5339/87/8826/1756/2697/726/3845/8516/8754/64098/7414/51164/23092/7431/5754/3716/4810/11261/26136/10890/7171/6251/3383/23396/7145/4627/5962/9019/6156/387/28964/129446/857/950/2316/3603/5829/2319/575/2923/3693/8649/5819/9173/3685/9181/10278/55616/22823/5329/3696/3984/57669/214/10211/4008/8650/64759/1601/60/83660/2317/71/7525/382/9590/9404/4082/6868/9358/83478/10096/2321/10971/3190/6503/1466/6386/6641/4026/5879/10094/3694/3309/2017/7532/2273/55914/3304/5782/4868,151
CC,GO:0005925,focal adhesion,148/5467,419/19594,4.850061196081222e-4,0.008331327343490631,0.006557509640549582,858/23114/70/10979/83543/8675/3987/7531/9448/22919/2022/9754/10982/8573/3688/998/1464/390/10867/57477/6730/90102/6840/308/85458/5500/3339/22800/4739/5898/8936/5159/3655/6204/1605/3927/81848/1495/29843/79853/8462/7106/6146/1803/89782/22801/4267/10391/2191/388/5756/85440/11135/847/4659/4478/5094/5058/7534/5339/87/8826/2697/726/3845/8516/8754/64098/7414/51164/23092/7431/5754/3716/4810/11261/26136/10890/7171/6251/3383/23396/7145/4627/5962/9019/6156/387/28964/129446/857/950/2316/3603/5829/2319/575/2923/3693/8649/5819/9173/3685/9181/10278/55616/22823/5329/3696/3984/57669/214/10211/4008/8650/64759/1601/60/83660/2317/71/7525/382/9590/9404/4082/6868/9358/83478/10096/2321/10971/3190/6503/1466/6386/6641/4026/5879/10094/3694/3309/2017/7532/2273/3304/5782/4868,148
CC,GO:0005923,bicellular tight junction,52/5467,124/19594,5.247742148743437e-4,0.008818488436910167,0.006940949569733882,5376/8531/9076/9618/357/154796/55691/7855/288/1525/50848/153562/54566/56288/9223/92140/9069/1019/9693/51421/55327/29855/9863/5584/65267/57826/260425/4810/154810/89958/23322/58494/9218/7082/57530/9267/93643/5872/1003/9181/91862/120425/1741/65266/10207/55870/53842/6801/64398/150084/23616/9073,52
CC,GO:0031519,PcG protein complex,19/5467,34/19594,5.514007757603393e-4,0.009068782971547708,0.007137954051276061,10389/10336/80816/23466/9898/3720/1911/84733/8726/84333/6015/404281/1912/648/8314/84108/23492/80012/23512,19
CC,GO:0055037,recycling endosome,76/5467,196/19594,6.046967669598964e-4,0.009738137517916665,0.007664796739096932,1317/164/192683/6653/79065/201627/376267/54918/23621/3688/55630/55610/9495/10564/30846/1780/26994/26056/89848/150368/51554/51552/201475/63894/287/112574/53916/51421/23080/27065/4644/26119/9341/1238/113178/8766/57826/53354/9230/11021/10890/6453/23200/23678/285195/80223/149466/9098/141/666/51762/5872/2923/1201/57111/6293/8128/286410/51104/1200/58489/3775/10067/1182/382/57533/8324/23232/7037/2890/22841/29126/23673/5879/55041/57614,76
CC,GO:0031965,nuclear membrane,109/5467,300/19594,8.356970859931778e-4,0.013183547907606662,0.010376646953900254,89795/23439/894/286205/10927/10434/7108/114880/79789/25900/23411/23306/8658/23636/255919/9330/23345/9972/203228/23399/199953/80314/2776/166336/6683/84629/23001/92140/26049/123920/1844/29843/1910/83699/5621/26092/26057/1019/23333/25/5058/11322/7514/9688/22932/146705/151188/4904/6783/403313/1238/8315/2869/23155/144165/5593/147991/11335/128637/79647/57462/9782/598/114882/5903/23200/6804/2627/9218/9635/23225/5048/27346/9378/666/11270/144404/169714/51246/4521/1003/23353/5025/6272/2023/5743/51155/4646/51096/56255/158983/6049/55852/283129/57647/3204/5663/4088/53343/51230/63891/55746/3840/6386/55183/221264/55914/79073/22929,109
CC,GO:1902562,H4 histone acetyltransferase complex,21/5467,40/19594,8.703236079842057e-4,0.013455202979435822,0.010590464113997283,54556/54799/9643/51105/10933/80314/26122/345651/3054/10902/64769/6944/4300/54934/60/51230/8473/55683/10943/151050/284058,21
CC,GO:1990351,transporter complex,140/5467,399/19594,9.218370495542482e-4,0.013822485042857288,0.01087954838261253,777/26521/23439/55799/10058/2561/808/10368/773/2898/2568/3751/481/2893/3748/94015/200909/28962/91689/775/7222/1181/25932/6262/3747/30819/89832/55800/1139/6326/6335/6323/6328/55144/3746/2281/2560/4725/30820/10396/2891/10060/6334/5144/5524/783/126755/219527/8514/266675/64240/729956/57198/23155/10242/55967/1260/6330/4718/477/6526/3739/84230/26519/3742/3767/57406/1143/7381/57685/7223/80333/23507/3760/56479/5566/2903/388336/23200/782/2558/161291/774/3790/57205/65010/4695/3359/3736/30818/3743/784/6331/6329/23415/4700/486/64840/56262/6327/10021/196527/3759/285175/57194/6263/1741/3750/286410/2742/402117/26090/4715/801/3752/27012/23120/2555/3776/776/10142/3775/1742/55248/90550/4711/27345/1141/2890/785/118427/2554/4698/2895/1678/5350/144453/8001/6332/2059,140
CC,GO:1990124,messenger ribonucleoprotein complex,9/5467,12/19594,9.467578950485742e-4,0.013822485042857288,0.01087954838261253,2332/3182/22849/4904/5317/64506/132864/220988/26065,9
CC,GO:0098858,actin-based cell projection,82/5467,217/19594,9.477253651635656e-4,0.013822485042857288,0.01087954838261253,23114/70/9497/2332/4430/3093/65059/3688/5064/2047/998/4771/55585/121512/10630/1525/64787/5794/538/5021/523/1605/9750/25932/5154/10006/5357/5756/7976/160/4542/4478/8633/4644/9513/120892/4642/1756/7401/117532/55607/8087/10642/283446/6693/388325/23428/4641/526/54942/5962/72/5048/2823/10999/22902/84958/55/57698/3685/374403/284/4646/2043/53904/200958/5156/25960/65217/6624/5174/382/7402/64072/9455/8556/58/4651/2169/7399/2059/634,82
CC,GO:0150034,distal axon,99/5467,270/19594,9.978356740773533e-4,0.014283832890033224,0.011242670947694156,11075/8239/808/2332/4919/2898/1268/1525/10772/140767/203228/5173/85458/85461/1500/3747/57679/10497/2288/1826/1395/5621/5101/10006/3746/2002/10590/65078/85440/64780/10814/81565/57616/112476/25/8633/4644/9513/5923/120892/27185/7786/150/8826/5368/794/6855/8087/322/3742/10642/54536/57465/63923/323/85300/5818/4131/5798/4915/4923/6620/54942/6616/28964/116983/57282/5048/2823/2316/796/3736/22902/57657/339302/23307/5579/5727/22933/57698/4649/5025/2043/9498/9344/5663/1996/3776/6624/60/149371/71/1182/347730/25791/2017/7399/2752/2059,99
CC,GO:0005912,adherens junction,67/5467,172/19594,0.001067583510553832,0.01500440097560204,0.011809823332059616,7422/83872/10979/1946/357/421/55691/4771/57477/1525/342184/5796/56288/5021/9223/1008/1605/1500/57731/1495/114800/1824/54800/84978/83604/11135/4478/144100/55327/25945/65267/117178/7414/4851/10890/4301/999/64236/5818/23396/4627/5962/7082/9267/5499/8502/64855/2319/5317/57662/1003/5819/10611/2043/6282/10818/57669/10211/60/11315/64398/83478/23616/6386/23580/634/1004,67
CC,GO:0030285,integral component of synaptic vesicle membrane,16/5467,28/19594,0.0010871828372714617,0.01500700595019357,0.01181187368313731,7781/143425/490/9900/6860/57030/6856/6536/9145/6855/6804/388662/10228/6857/2555/23673,16
CC,GO:0097386,glial cell projection,18/5467,33/19594,0.0011275378806698177,0.015290996171188932,0.012035399723493162,23114/6506/2332/3688/361/2534/2915/1965/6860/2913/2670/23657/23585/22933/9498/3776/2752/6332,18
CC,GO:0030173,integral component of Golgi membrane,29/5467,62/19594,0.0011707013780541855,0.015602623538549748,0.012280678702637372,166929/347734/55454/51000/2590/90196/29914/6860/64921/5045/9215/142891/23443/253832/51030/84912/201158/128637/10282/55624/3955/113829/9159/169714/91252/9583/113419/5125/27032,29
CC,GO:0005635,nuclear envelope,164/5467,479/19594,0.0012432400953289585,0.016288552435411607,0.012820566906336095,4033/89795/23439/3836/894/286205/10927/90523/10434/7108/114880/79789/23279/25900/6653/23411/23306/8658/23468/10424/23636/255919/9330/23534/23345/55161/9972/51510/203228/23399/199953/80314/2776/166336/6683/6720/84629/23001/729540/8021/10202/55379/92140/26049/2475/123920/10482/1844/64901/29843/64328/1910/83699/5621/26092/26057/7329/1019/5733/665/2560/23333/81565/25/25978/5058/11322/7514/9688/22932/54956/146705/151188/4904/6783/403313/1238/8315/2869/3839/23155/51493/56648/144165/5593/348995/147991/11335/200014/9536/9112/128637/79647/57462/22926/124491/727866/54863/9782/6453/598/114882/5903/4641/23200/6804/2627/81929/9218/9635/51194/27433/1639/23225/9798/5048/27346/9378/666/11270/144404/169714/51246/128866/4521/56894/1003/23353/663/5025/6272/2023/5743/51155/4646/51096/56255/158983/7356/6049/55852/283129/57647/56943/4008/3204/5663/1996/6000/4088/5321/23039/53343/51230/23190/63891/55746/3840/6386/55183/221264/55914/79073/22929,164
CC,GO:0031253,cell projection membrane,120/5467,339/19594,0.0014341217265926675,0.018476268244268866,0.01454249750825547,2348/10979/83543/491/7168/22919/6506/6094/8573/3688/5064/23286/4771/1464/208/9495/23136/10630/65009/361/64787/5794/3748/92154/490/538/5795/59338/1812/23035/9750/3747/81848/2821/5145/79901/142680/1803/151056/66036/2191/55600/4830/3746/4355/5756/123016/4478/51763/5058/378/4642/729956/747/1756/8516/50807/1260/10568/23657/57026/132884/79867/6584/388325/6010/11021/23428/92482/388336/23362/4641/23396/2558/30817/84249/387/65010/26123/10999/2121/114609/50617/84958/5727/57111/3685/374403/9181/113235/4646/81704/6711/79770/200958/57669/55198/54997/1729/27241/9429/2555/6624/5174/9847/3775/1182/382/7402/6868/730094/2890/4651/2554/9342/5879/7399/948/2059/634,120
CC,GO:0008021,synaptic vesicle,74/5467,196/19594,0.0016719858916223447,0.020473702780055277,0.01611465950414918,1184/5874/808/10987/7781/192683/284612/376267/23621/114088/143425/5127/23095/490/9900/11311/201475/10497/6860/83992/84937/9143/6844/5869/6843/81565/8301/2054/112476/23176/57030/6856/120892/27185/23557/6536/9145/8448/6855/9230/9545/7879/11021/10890/2903/598/80863/6804/7732/6616/54910/51762/55784/5872/1201/388662/26503/54732/10228/127833/6857/9498/5663/118426/2555/1644/8674/1182/1742/2890/143187/8224/23673/627,74
CC,GO:0001518,voltage-gated sodium channel complex,11/5467,17/19594,0.001692190936940779,0.020473702780055277,0.01611465950414918,55800/6326/6335/6323/6328/6334/6330/6331/6329/6327/6332,11
CC,GO:0030672,synaptic vesicle membrane,43/5467,103/19594,0.0016951060516475261,0.020473702780055277,0.01611465950414918,5874/808/7781/192683/284612/143425/490/9900/10497/6860/84937/9143/6844/5869/6843/112476/23176/57030/6856/120892/23557/6536/9145/8448/6855/9230/7879/11021/598/80863/6804/54910/55784/388662/26503/10228/127833/6857/118426/2555/2890/8224/23673,43
CC,GO:0099501,exocytic vesicle membrane,43/5467,103/19594,0.0016951060516475261,0.020473702780055277,0.01611465950414918,5874/808/7781/192683/284612/143425/490/9900/10497/6860/84937/9143/6844/5869/6843/112476/23176/57030/6856/120892/23557/6536/9145/8448/6855/9230/7879/11021/598/80863/6804/54910/55784/388662/26503/10228/127833/6857/118426/2555/2890/8224/23673,43
CC,GO:0030667,secretory granule membrane,111/5467,312/19594,0.0017394883073717311,0.020686530178436125,0.016282173954022035,4033/858/23114/81619/6678/10184/5874/4893/9761/8372/160364/9749/54918/143425/4680/5908/158747/55004/22918/5906/5795/9321/51552/338339/6515/6860/54832/53916/6844/5869/8618/566/6843/10396/23317/53831/53917/8514/11322/10972/150372/5787/8826/1363/10326/26154/9145/57826/4718/1143/9545/326624/1534/7879/10890/54509/2212/3071/6836/23200/9218/8694/3687/6616/387/857/932/290/23218/3903/2319/967/5317/6793/8153/8649/55/81833/3685/374403/7133/196527/6845/127833/8560/6857/51365/169026/6402/255101/5329/963/1729/5663/57126/121260/64924/140885/728/5878/11001/54586/961/9342/5879/5870/8987/54495/948/51143/634,111
CC,GO:0031256,leading edge membrane,67/5467,175/19594,0.0017942771110011466,0.021014791012180095,0.01654054497860706,10979/83543/491/7168/6506/3688/23286/998/4771/1464/208/9495/23136/10630/64787/5796/3748/92154/490/5795/59338/9750/3747/81848/1803/66036/2191/4830/3746/4355/5756/51763/5058/378/4642/729956/747/8516/57026/388325/388336/23362/4641/23396/2558/30817/84249/387/114609/3685/9181/4646/81704/6711/57669/55198/54997/1729/2555/9847/1182/6868/2890/2554/5879/7399/2059,67
CC,GO:0009898,cytoplasmic side of plasma membrane,65/5467,169/19594,0.0018226693634536182,0.021028707730591744,0.01655149869719075,858/10979/5996/7803/5728/55970/5775/7187/329/5064/9495/57477/54331/2782/5127/92154/56616/7074/490/2776/286/56341/51429/2534/59345/2771/2760/5530/6769/112574/30820/2790/8514/26119/6710/2775/196996/8826/3845/2784/23344/401474/999/54206/4923/4627/1147/6616/387/2785/140700/9267/8502/79981/128866/10681/7525/1742/26191/785/6503/2778/5879/6708/2241,65
CC,GO:0031300,intrinsic component of organelle membrane,142/5467,412/19594,0.0019002651546721318,0.021601543596493498,0.017002372436540125,83460/166929/6785/10058/347734/440574/5874/7108/57171/3638/7781/56928/291/578/55454/1268/51125/54020/143425/79971/55161/5828/199953/819/490/9900/92960/51000/28958/2590/55831/91689/90196/29914/80856/6860/64921/9804/9435/5869/5045/9215/60481/54344/79139/57030/142891/23443/6856/10026/10299/23400/253832/403313/6536/196996/9145/81552/51030/6855/51114/84912/23344/790955/9868/201158/128637/7879/11021/22926/79993/55670/51141/6892/55333/6804/283537/10170/10282/6891/55624/3955/113829/153129/84447/27235/80775/8879/79071/55711/10245/23065/9159/169714/2923/1201/51604/93210/91252/10452/1889/23353/9583/64834/64840/56262/113419/9695/388662/118980/89941/5025/10228/9694/9451/84188/5018/6857/81501/133022/94081/283129/3123/23120/2555/121260/51241/90550/51009/5125/1353/11001/5250/202018/23204/79944/23673/51669/27032/3309/23471/6786,142
CC,GO:0035102,PRC1 complex,10/5467,15/19594,0.0020008312655230846,0.022205115207478913,0.017477437992677623,10336/1911/84733/84333/6015/1912/648/84108/23492/80012,10
CC,GO:0044304,main axon,28/5467,61/19594,0.002010812502617754,0.022205115207478913,0.017477437992677623,89796/23114/6506/1740/4130/23136/288/203228/56288/1605/57731/3747/100505385/6326/6323/3746/6334/8514/4642/747/4099/3739/4131/3736/22933/7133/6711/1742,28
CC,GO:0099634,postsynaptic specialization membrane,47/5467,116/19594,0.002226447684775099,0.024240057187762697,0.01907912174647898,26045/491/2561/1740/10368/3751/9890/53616/1008/2915/22866/775/54413/57497/2891/112476/55327/150/729956/25945/747/22986/2066/1949/2903/388336/80863/55333/2558/57053/54910/401190/27020/2043/51104/3752/81832/2555/58489/10142/1742/347730/10243/1141/2890/2895/22865,47
CC,GO:0042734,presynaptic membrane,56/5467,143/19594,0.0022762492207119064,0.024438064550143104,0.019234971484963188,491/23085/6506/2332/493/2898/1268/8573/27253/53942/3748/490/55361/223082/1272/1812/1008/5789/3747/10497/115548/6326/3746/2913/8301/2054/112476/386617/200933/9783/150/6536/23390/6855/3760/2066/1949/2903/6453/6812/5818/6804/2558/6616/2823/401190/27020/3736/9378/5100/6857/2043/9498/5663/3356/1141,56
CC,GO:0005677,chromatin silencing complex,9/5467,13/19594,0.0023133211626439115,0.024495852859229363,0.019280456121242694,8467/23411/22893/11335/11176/6839/22933/5925/23512,9
CC,GO:0031301,integral component of organelle membrane,132/5467,382/19594,0.0024102837462662164,0.02500576916159617,0.019681806462044784,83460/166929/6785/10058/347734/440574/7108/57171/3638/7781/56928/291/578/55454/1268/54020/143425/79971/55161/5828/199953/819/490/9900/92960/51000/28958/2590/55831/91689/90196/29914/80856/6860/64921/9804/5045/9215/60481/54344/79139/57030/142891/23443/6856/10026/10299/23400/253832/403313/6536/9145/81552/51030/6855/84912/23344/790955/9868/201158/128637/22926/79993/55670/51141/6892/55333/6804/283537/10170/10282/6891/55624/3955/113829/153129/84447/27235/80775/8879/79071/55711/10245/23065/9159/169714/2923/1201/51604/91252/10452/23353/9583/64834/64840/56262/113419/9695/388662/118980/89941/5025/10228/9694/9451/84188/5018/6857/81501/133022/94081/283129/3123/23120/2555/121260/51241/90550/51009/5125/1353/11001/5250/202018/23204/79944/23673/51669/27032/3309/23471/6786,132
CC,GO:0098563,intrinsic component of synaptic vesicle membrane,20/5467,40/19594,0.0024802165563632588,0.02500576916159617,0.019681806462044784,5874/7781/143425/490/9900/6860/5869/57030/6856/6536/9145/6855/7879/11021/6804/388662/10228/6857/2555/23673,20
CC,GO:0031201,SNARE complex,23/5467,48/19594,0.0024809977864157628,0.02500576916159617,0.019681806462044784,9515/8675/63908/8723/10652/6844/6843/10814/2054/9341/8774/6804/10282/6616/203062/339302/53407/10228/6845/8674/143187/23673/9342,23
